ANO_LETIVO,NM_DIRETORIA,NM_MUNICIPIO,CD_REDE_ENSINO,APR_1,REP_1,ABA_1,APR_2,REP_2,ABA_2,APR_3,REP_3,ABA_3,MESORREGIAO
2016,JALES,PARANAPUA,1.0,0.0,0.0,0.0,88.32,11.68,0.0,88.24,11.76,0.0,SAO JOSE DO RIO PRETO
2016,JALES,PONTALINDA,1.0,0.0,0.0,0.0,89.67,10.33,0.0,88.24,11.76,0.0,SAO JOSE DO RIO PRETO
2016,JALES,RUBINEIA,1.0,0.0,0.0,0.0,96.62,3.38,0.0,93.24,5.41,1.35,SAO JOSE DO RIO PRETO
2016,JALES,SANTA ALBERTINA,1.0,0.0,0.0,0.0,99.25,0.75,0.0,97.22,2.78,0.0,SAO JOSE DO RIO PRETO
2016,JALES,SANTA CLARA D'OESTE,1.0,0.0,0.0,0.0,97.8,2.2,0.0,94.05,5.95,0.0,SAO JOSE DO RIO PRETO
2016,JALES,SANTA FE DO SUL,1.0,0.0,0.0,0.0,100.0,0.0,0.0,93.9,6.1,0.0,SAO JOSE DO RIO PRETO
2016,JALES,SANTA RITA D'OESTE,1.0,0.0,0.0,0.0,92.19,7.03,0.78,83.87,15.05,1.08,SAO JOSE DO RIO PRETO
2016,JALES,SANTA SALETE,1.0,100.0,0.0,0.0,100.0,0.0,0.0,98.44,1.56,0.0,SAO JOSE DO RIO PRETO
2016,JALES,SANTANA DA PONTE PENSA,1.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,SAO JOSE DO RIO PRETO
2016,JALES,SAO FRANCISCO,1.0,98.36,1.64,0.0,100.0,0.0,0.0,100.0,0.0,0.0,SAO JOSE DO RIO PRETO
2016,JALES,SUZANAPOLIS,1.0,0.0,0.0,0.0,98.49,1.51,0.0,98.6,1.4,0.0,SAO JOSE DO RIO PRETO
2016,JALES,TRES FRONTEIRAS,1.0,0.0,0.0,0.0,97.06,2.94,0.0,96.48,3.02,0.5,SAO JOSE DO RIO PRETO
2016,JALES,URANIA,1.0,99.39,0.61,0.0,99.45,0.55,0.0,97.56,2.44,0.0,SAO JOSE DO RIO PRETO
2016,JALES,VITORIA BRASIL,1.0,0.0,0.0,0.0,95.12,4.88,0.0,96.97,3.03,0.0,SAO JOSE DO RIO PRETO
2016,JAU,BARIRI,1.0,0.0,0.0,0.0,97.66,1.8,0.54,92.51,5.26,2.23,BAURU
2016,JAU,BARRA BONITA,1.0,0.0,0.0,0.0,97.01,2.42,0.57,92.52,6.26,1.22,BAURU
2016,JAU,BOCAINA,1.0,0.0,0.0,0.0,95.22,2.87,1.91,90.15,8.59,1.26,BAURU
2016,JAU,BORACEIA,1.0,0.0,0.0,0.0,96.65,3.35,0.0,96.79,2.56,0.65,BAURU
2016,JAU,BOREBI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,91.96,8.04,0.0,BAURU
2016,JAU,BROTAS,1.0,0.0,0.0,0.0,95.36,3.66,0.98,86.72,6.42,6.86,BAURU
2016,JAU,DOIS CORREGOS,1.0,0.0,0.0,0.0,94.87,5.13,0.0,93.65,6.35,0.0,BAURU
2016,JAU,IGARACU DO TIETE,1.0,0.0,0.0,0.0,87.56,10.13,2.31,83.52,11.65,4.83,BAURU
2016,JAU,ITAJU,1.0,0.0,0.0,0.0,98.9,1.1,0.0,97.89,2.11,0.0,BAURU
2016,JAU,ITAPUI,1.0,0.0,0.0,0.0,91.43,5.55,3.02,80.71,7.07,12.22,BAURU
2016,JAU,JAU,1.0,0.0,0.0,0.0,92.43,5.56,2.01,88.0,7.85,4.15,BAURU
2016,JAU,MACATUBA,1.0,0.0,0.0,0.0,97.34,2.2,0.46,96.84,2.6,0.56,BAURU
2016,JAU,MINEIROS DO TIETE,1.0,0.0,0.0,0.0,96.03,3.8,0.17,90.82,9.18,0.0,BAURU
2016,JAU,PEDERNEIRAS,1.0,0.0,0.0,0.0,96.47,2.49,1.04,92.96,5.67,1.37,BAURU
2016,JAU,TORRINHA,1.0,99.75,0.25,0.0,96.31,2.01,1.68,90.91,1.68,7.41,BAURU
2016,JOSE BONIFACIO,ADOLFO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,93.79,6.21,0.0,SAO JOSE DO RIO PRETO
2016,JOSE BONIFACIO,BALSAMO,1.0,0.0,0.0,0.0,91.82,6.92,1.26,87.04,10.74,2.22,SAO JOSE DO RIO PRETO
2016,JOSE BONIFACIO,IRAPUA,1.0,0.0,0.0,0.0,97.4,1.3,1.3,88.89,4.27,6.84,SAO JOSE DO RIO PRETO
2016,JOSE BONIFACIO,JACI,1.0,0.0,0.0,0.0,92.36,6.37,1.27,86.53,7.35,6.12,SAO JOSE DO RIO PRETO
2016,JOSE BONIFACIO,JOSE BONIFACIO,1.0,94.71,5.29,0.0,93.97,5.57,0.46,85.25,10.19,4.56,SAO JOSE DO RIO PRETO
2016,JOSE BONIFACIO,MENDONCA,1.0,0.0,0.0,0.0,96.48,3.08,0.44,81.59,12.94,5.47,SAO JOSE DO RIO PRETO
2016,JOSE BONIFACIO,MIRASSOL,1.0,100.0,0.0,0.0,96.29,3.25,0.46,94.23,4.85,0.92,SAO JOSE DO RIO PRETO
2016,JOSE BONIFACIO,MONTE APRAZIVEL,1.0,0.0,0.0,0.0,89.61,9.09,1.3,84.5,14.73,0.77,SAO JOSE DO RIO PRETO
2016,JOSE BONIFACIO,NEVES PAULISTA,1.0,0.0,0.0,0.0,99.4,0.6,0.0,98.56,1.44,0.0,SAO JOSE DO RIO PRETO
2016,JOSE BONIFACIO,NIPOA,1.0,0.0,0.0,0.0,94.95,3.21,1.84,96.6,2.04,1.36,SAO JOSE DO RIO PRETO
2016,JOSE BONIFACIO,NOVA ALIANCA,1.0,0.0,0.0,0.0,85.06,14.11,0.83,72.22,21.72,6.06,SAO JOSE DO RIO PRETO
2016,JOSE BONIFACIO,PLANALTO,1.0,0.0,0.0,0.0,96.86,2.79,0.35,95.17,2.42,2.41,SAO JOSE DO RIO PRETO
2016,JOSE BONIFACIO,POLONI,1.0,94.59,5.41,0.0,89.92,8.14,1.94,91.03,4.83,4.14,SAO JOSE DO RIO PRETO
2016,JOSE BONIFACIO,SALES,1.0,0.0,0.0,0.0,94.26,5.33,0.41,83.46,12.6,3.94,SAO JOSE DO RIO PRETO
2016,JOSE BONIFACIO,TANABI,1.0,0.0,0.0,0.0,93.39,3.73,2.88,90.17,9.67,0.16,SAO JOSE DO RIO PRETO
2016,JOSE BONIFACIO,UBARANA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78.87,21.13,0.0,SAO JOSE DO RIO PRETO
2016,JOSE BONIFACIO,UNIAO PAULISTA,1.0,97.75,2.25,0.0,97.78,2.22,0.0,100.0,0.0,0.0,SAO JOSE DO RIO PRETO
2016,JOSE BONIFACIO,URUPES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,91.91,3.18,4.91,SAO JOSE DO RIO PRETO
2016,JOSE BONIFACIO,ZACARIAS,1.0,0.0,0.0,0.0,99.01,0.99,0.0,95.05,4.95,0.0,SAO JOSE DO RIO PRETO
2016,JUNDIAI,CAMPO LIMPO PAULISTA,1.0,0.0,0.0,0.0,94.82,4.98,0.2,84.01,12.94,3.05,CAMPINAS
2016,JUNDIAI,ITATIBA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,89.12,7.98,2.9,CAMPINAS
2016,JUNDIAI,ITUPEVA,1.0,0.0,0.0,0.0,94.77,4.86,0.37,85.27,12.02,2.71,CAMPINAS
2016,JUNDIAI,JARINU,1.0,0.0,0.0,0.0,94.53,5.11,0.36,88.09,10.26,1.65,CAMPINAS
2016,JUNDIAI,JUNDIAI,1.0,0.0,0.0,0.0,93.96,5.14,0.9,86.65,11.32,2.03,CAMPINAS
2016,JUNDIAI,LOUVEIRA,1.0,0.0,0.0,0.0,96.55,2.98,0.47,87.6,10.24,2.16,CAMPINAS
2016,JUNDIAI,VARZEA PAULISTA,1.0,0.0,0.0,0.0,95.02,4.15,0.83,86.49,10.96,2.55,CAMPINAS
2016,LESTE 1,SAO PAULO,1.0,98.05,1.62,0.33,89.45,8.63,1.92,76.93,18.61,4.46,METROPOLITANA DE SAO PAULO
2016,LESTE 2,SAO PAULO,1.0,97.56,1.99,0.45,88.35,9.55,2.1,82.29,14.21,3.5,METROPOLITANA DE SAO PAULO
2016,LESTE 3,SAO PAULO,1.0,97.43,1.77,0.8,87.39,8.32,4.29,80.57,11.7,7.73,METROPOLITANA DE SAO PAULO
2016,LESTE 4,SAO PAULO,1.0,98.87,1.05,0.08,88.5,10.12,1.38,77.19,19.32,3.49,METROPOLITANA DE SAO PAULO
2016,LESTE 5,SAO PAULO,1.0,99.14,0.67,0.19,89.24,8.77,1.99,79.26,16.61,4.13,METROPOLITANA DE SAO PAULO
2016,LIMEIRA,ARTUR NOGUEIRA,1.0,0.0,0.0,0.0,90.14,8.59,1.27,86.72,10.67,2.61,PIRACICABA
2016,LIMEIRA,CORDEIROPOLIS,1.0,0.0,0.0,0.0,96.23,2.07,1.7,90.32,3.54,6.14,PIRACICABA
2016,LIMEIRA,COSMOPOLIS,1.0,0.0,0.0,0.0,90.92,5.39,3.69,86.67,10.11,3.22,PIRACICABA
2016,LIMEIRA,ENGENHEIRO COELHO,1.0,0.0,0.0,0.0,94.51,3.32,2.17,84.8,9.52,5.68,PIRACICABA
2016,LIMEIRA,IPEUNA,1.0,0.0,0.0,0.0,92.98,5.33,1.69,86.03,6.25,7.72,PIRACICABA
2016,LIMEIRA,IRACEMAPOLIS,1.0,0.0,0.0,0.0,94.16,5.08,0.76,81.79,16.11,2.1,PIRACICABA
2016,LIMEIRA,LIMEIRA,1.0,99.23,0.67,0.1,91.42,5.52,3.06,77.91,14.46,7.63,PIRACICABA
2016,LIMEIRA,RIO CLARO,1.0,98.79,1.21,0.0,93.58,4.87,1.55,87.0,9.08,3.92,PIRACICABA
2016,LIMEIRA,SANTA GERTRUDES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,94.03,5.38,0.59,PIRACICABA
2016,LINS,CAFELANDIA,1.0,96.49,2.92,0.59,87.87,10.82,1.31,69.9,29.14,0.96,BAURU
2016,LINS,GETULINA,1.0,0.0,0.0,0.0,94.37,3.52,2.11,75.28,11.52,13.2,BAURU
2016,LINS,GUAICARA,1.0,0.0,0.0,0.0,88.1,8.7,3.2,76.36,20.92,2.72,BAURU
2016,LINS,GUAIMBE,1.0,0.0,0.0,0.0,88.54,7.96,3.5,76.52,15.65,7.83,BAURU
2016,LINS,GUARANTA,1.0,94.77,4.94,0.29,86.97,9.09,3.94,76.32,10.96,12.72,BAURU
2016,LINS,LINS,1.0,97.61,2.35,0.04,86.89,10.26,2.85,72.92,19.53,7.55,BAURU
2016,LINS,PONGAI,1.0,0.0,0.0,0.0,99.22,0.78,0.0,87.9,8.06,4.04,BAURU
2016,LINS,PROMISSAO,1.0,96.01,3.99,0.0,93.02,6.73,0.25,76.28,22.3,1.42,BAURU
2016,LINS,SABINO,1.0,0.0,0.0,0.0,90.83,7.42,1.75,84.11,9.93,5.96,BAURU
2016,LINS,URU,1.0,96.83,3.17,0.0,93.75,6.25,0.0,84.13,12.7,3.17,BAURU
2016,MARILIA,ALVARO DE CARVALHO,1.0,0.0,0.0,0.0,88.83,5.03,6.14,82.64,11.81,5.55,MARILIA
2016,MARILIA,ALVINLANDIA,1.0,0.0,0.0,0.0,91.01,3.93,5.06,88.06,4.48,7.46,MARILIA
2016,MARILIA,ECHAPORA,1.0,0.0,0.0,0.0,97.08,1.62,1.3,90.68,8.05,1.27,MARILIA
2016,MARILIA,FERNAO,1.0,0.0,0.0,0.0,96.91,3.09,0.0,93.1,6.9,0.0,MARILIA
2016,MARILIA,GALIA,1.0,0.0,0.0,0.0,96.65,2.09,1.26,83.42,10.05,6.53,MARILIA
2016,MARILIA,GARCA,1.0,0.0,0.0,0.0,96.46,2.57,0.97,92.23,5.74,2.03,MARILIA
2016,MARILIA,JULIO MESQUITA,1.0,0.0,0.0,0.0,99.62,0.38,0.0,95.4,2.93,1.67,MARILIA
2016,MARILIA,LUPERCIO,1.0,0.0,0.0,0.0,96.67,2.86,0.47,88.08,11.26,0.66,MARILIA
2016,MARILIA,MARILIA,1.0,99.03,0.94,0.03,96.56,3.15,0.29,93.96,5.23,0.81,MARILIA
2016,MARILIA,OCAUCU,1.0,0.0,0.0,0.0,96.97,3.03,0.0,93.49,5.92,0.59,MARILIA
2016,MARILIA,ORIENTE,1.0,95.43,4.0,0.57,94.36,5.64,0.0,86.98,11.98,1.04,MARILIA
2016,MARILIA,OSCAR BRESSANE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,98.31,0.0,1.69,MARILIA
2016,MARILIA,POMPEIA,1.0,0.0,0.0,0.0,95.8,4.2,0.0,89.81,9.95,0.24,MARILIA
2016,MARILIA,VERA CRUZ,1.0,0.0,0.0,0.0,97.41,2.59,0.0,92.88,7.12,0.0,MARILIA
2016,MAUA,MAUA,1.0,98.48,1.31,0.21,92.64,6.0,1.36,87.1,10.35,2.55,METROPOLITANA DE SAO PAULO
2016,MAUA,RIBEIRAO PIRES,1.0,98.8,1.07,0.13,95.26,4.0,0.74,87.07,10.67,2.26,METROPOLITANA DE SAO PAULO
2016,MAUA,RIO GRANDE DA SERRA,1.0,97.24,2.76,0.0,92.34,6.74,0.92,86.38,9.31,4.31,METROPOLITANA DE SAO PAULO
2016,MIRACATU,IGUAPE,1.0,92.0,8.0,0.0,94.43,5.03,0.54,83.07,15.08,1.85,LITORAL SUL PAULISTA
2016,MIRACATU,ILHA COMPRIDA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.09,13.27,6.64,LITORAL SUL PAULISTA
2016,MIRACATU,ITARIRI,1.0,95.95,4.05,0.0,92.93,6.01,1.06,85.83,6.91,7.26,LITORAL SUL PAULISTA
2016,MIRACATU,JUQUIA,1.0,0.0,0.0,0.0,94.4,5.26,0.34,93.83,4.63,1.54,LITORAL SUL PAULISTA
2016,MIRACATU,MIRACATU,1.0,90.0,10.0,0.0,94.22,4.91,0.87,91.48,7.27,1.25,LITORAL SUL PAULISTA
2016,MIRACATU,PEDRO DE TOLEDO,1.0,0.0,0.0,0.0,97.29,0.85,1.86,95.37,1.32,3.31,LITORAL SUL PAULISTA
2016,MIRANTE DO PARANAPANEMA,ESTRELA DO NORTE,1.0,0.0,0.0,0.0,99.32,0.68,0.0,92.56,7.44,0.0,MARILIA
2016,MIRANTE DO PARANAPANEMA,EUCLIDES DA CUNHA PAULISTA,1.0,0.0,0.0,0.0,98.06,1.94,0.0,92.84,7.16,0.0,MARILIA
2016,MIRANTE DO PARANAPANEMA,MIRANTE DO PARANAPANEMA,1.0,98.75,1.25,0.0,96.6,3.4,0.0,92.09,7.91,0.0,MARILIA
2016,MIRANTE DO PARANAPANEMA,NARANDIBA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,93.69,6.31,0.0,MARILIA
2016,MIRANTE DO PARANAPANEMA,ROSANA,1.0,99.72,0.28,0.0,97.34,2.3,0.36,90.92,7.57,1.51,MARILIA
2016,MIRANTE DO PARANAPANEMA,SANDOVALINA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,94.12,3.74,2.14,MARILIA
2016,MIRANTE DO PARANAPANEMA,TARABAI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76.2,12.05,11.75,MARILIA
2016,MIRANTE DO PARANAPANEMA,TEODORO SAMPAIO,1.0,98.25,1.75,0.0,91.83,6.15,2.02,84.47,10.5,5.03,MARILIA
2016,MOGI DAS CRUZES,BIRITIBA-MIRIM,1.0,0.0,0.0,0.0,91.24,6.15,2.61,79.65,11.63,8.72,VALE DO PARAIBA PAULISTA
2016,MOGI DAS CRUZES,MOGI DAS CRUZES,1.0,97.65,2.03,0.32,94.63,3.79,1.58,86.84,9.2,3.96,VALE DO PARAIBA PAULISTA
2016,MOGI DAS CRUZES,SALESOPOLIS,1.0,0.0,0.0,0.0,93.04,5.62,1.34,73.83,15.54,10.63,VALE DO PARAIBA PAULISTA
2016,MOGI MIRIM,AGUAS DE LINDOIA,1.0,96.93,3.07,0.0,91.15,7.08,1.77,89.67,4.06,6.27,VALE DO PARAIBA PAULISTA
2016,MOGI MIRIM,AMPARO,1.0,98.8,1.2,0.0,96.49,2.01,1.5,88.7,5.82,5.48,VALE DO PARAIBA PAULISTA
2016,MOGI MIRIM,CONCHAL,1.0,0.0,0.0,0.0,95.99,2.84,1.17,90.82,4.23,4.95,VALE DO PARAIBA PAULISTA
2016,MOGI MIRIM,ESTIVA GERBI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,94.83,2.01,3.16,VALE DO PARAIBA PAULISTA
2016,MOGI MIRIM,HOLAMBRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.73,10.17,8.1,VALE DO PARAIBA PAULISTA
2016,MOGI MIRIM,ITAPIRA,1.0,99.7,0.3,0.0,91.63,6.21,2.16,86.02,8.92,5.06,VALE DO PARAIBA PAULISTA
2016,MOGI MIRIM,LINDOIA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,89.13,6.96,3.91,VALE DO PARAIBA PAULISTA
2016,MOGI MIRIM,MOGI GUACU,1.0,0.0,0.0,0.0,92.18,4.41,3.41,87.94,5.42,6.64,VALE DO PARAIBA PAULISTA
2016,MOGI MIRIM,MOGI MIRIM,1.0,100.0,0.0,0.0,92.24,5.23,2.53,87.55,6.04,6.41,VALE DO PARAIBA PAULISTA
2016,MOGI MIRIM,MONTE ALEGRE DO SUL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,92.49,4.12,3.39,VALE DO PARAIBA PAULISTA
2016,MOGI MIRIM,PEDREIRA,1.0,0.0,0.0,0.0,94.32,3.84,1.84,91.04,4.38,4.58,VALE DO PARAIBA PAULISTA
2016,MOGI MIRIM,SANTO ANTONIO DE POSSE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,89.29,6.18,4.53,VALE DO PARAIBA PAULISTA
2016,MOGI MIRIM,SERRA NEGRA,1.0,98.95,1.05,0.0,99.03,0.58,0.39,90.96,6.36,2.68,VALE DO PARAIBA PAULISTA
2016,NORTE 1,SAO PAULO,1.0,97.59,1.88,0.53,89.07,9.38,1.55,78.25,18.76,2.99,METROPOLITANA DE SAO PAULO
2016,NORTE 2,SAO PAULO,1.0,98.92,0.88,0.2,92.21,6.72,1.07,85.78,12.0,2.22,METROPOLITANA DE SAO PAULO
2016,OSASCO,OSASCO,1.0,33.33,66.67,0.0,92.05,5.31,2.64,85.2,9.5,5.3,METROPOLITANA DE SAO PAULO
2016,OURINHOS,BERNARDINO DE CAMPOS,1.0,0.0,0.0,0.0,94.76,3.35,1.89,83.28,8.98,7.74,ASSIS
2016,OURINHOS,CAMPOS NOVOS PAULISTA,1.0,0.0,0.0,0.0,92.1,4.12,3.78,93.96,1.34,4.7,ASSIS
2016,OURINHOS,CANITAR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,87.92,1.13,10.95,ASSIS
2016,OURINHOS,CHAVANTES,1.0,0.0,0.0,0.0,92.71,3.91,3.38,82.93,5.85,11.22,ASSIS
2016,OURINHOS,ESPIRITO SANTO DO TURVO,1.0,0.0,0.0,0.0,97.0,2.62,0.38,85.03,8.38,6.59,ASSIS
2016,OURINHOS,IBIRAREMA,1.0,0.0,0.0,0.0,85.42,9.62,4.96,77.03,8.56,14.41,ASSIS
2016,OURINHOS,IPAUSSU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.23,5.48,17.29,ASSIS
2016,OURINHOS,OURINHOS,1.0,97.47,2.36,0.17,93.39,4.38,2.23,87.86,6.31,5.83,ASSIS
2016,OURINHOS,RIBEIRAO DO SUL,1.0,0.0,0.0,0.0,94.42,5.58,0.0,86.08,10.13,3.79,ASSIS
2016,OURINHOS,SALTO GRANDE,1.0,0.0,0.0,0.0,92.98,5.58,1.44,85.89,8.11,6.0,ASSIS
2016,OURINHOS,SANTA CRUZ DO RIO PARDO,1.0,100.0,0.0,0.0,94.11,3.67,2.22,79.72,9.98,10.3,ASSIS
2016,OURINHOS,SAO PEDRO DO TURVO,1.0,0.0,0.0,0.0,96.44,2.37,1.19,91.98,4.2,3.82,ASSIS
2016,PENAPOLIS,ALTO ALEGRE,1.0,0.0,0.0,0.0,98.8,1.2,0.0,98.56,0.0,1.44,ARACATUBA
2016,PENAPOLIS,AVANHANDAVA,1.0,0.0,0.0,0.0,93.87,3.06,3.07,90.33,8.0,1.67,ARACATUBA
2016,PENAPOLIS,BARBOSA,1.0,0.0,0.0,0.0,90.51,9.49,0.0,90.87,9.13,0.0,ARACATUBA
2016,PENAPOLIS,BRAUNA,1.0,100.0,0.0,0.0,97.24,0.92,1.84,92.98,2.92,4.1,ARACATUBA
2016,PENAPOLIS,CLEMENTINA,1.0,0.0,0.0,0.0,96.06,3.94,0.0,94.04,5.96,0.0,ARACATUBA
2016,PENAPOLIS,LUIZIANIA,1.0,0.0,0.0,0.0,96.91,3.09,0.0,97.3,2.7,0.0,ARACATUBA
2016,PENAPOLIS,PENAPOLIS,1.0,99.6,0.4,0.0,94.12,5.57,0.31,90.76,8.4,0.84,ARACATUBA
2016,PENAPOLIS,SANTOPOLIS DO AGUAPEI,1.0,0.0,0.0,0.0,100.0,0.0,0.0,98.66,1.34,0.0,ARACATUBA
2016,PINDAMONHANGABA,CAMPOS DO JORDAO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.97,14.63,10.4,VALE DO PARAIBA PAULISTA
2016,PINDAMONHANGABA,PINDAMONHANGABA,1.0,0.0,0.0,0.0,95.69,2.63,1.68,87.75,7.86,4.39,VALE DO PARAIBA PAULISTA
2016,PINDAMONHANGABA,SANTO ANTONIO DO PINHAL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,93.56,2.37,4.07,VALE DO PARAIBA PAULISTA
2016,PINDAMONHANGABA,SAO BENTO DO SAPUCAI,1.0,0.0,0.0,0.0,96.34,2.5,1.16,87.07,8.33,4.6,VALE DO PARAIBA PAULISTA
2016,PINDAMONHANGABA,TREMEMBE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,6.96,4.04,VALE DO PARAIBA PAULISTA
2016,PIRACICABA,AGUAS DE SAO PEDRO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,96.1,3.9,0.0,PIRACICABA
2016,PIRACICABA,CHARQUEADA,1.0,0.0,0.0,0.0,96.66,3.34,0.0,81.95,14.18,3.87,PIRACICABA
2016,PIRACICABA,PIRACICABA,1.0,99.11,0.86,0.03,95.05,3.5,1.45,87.87,8.35,3.78,PIRACICABA
2016,PIRACICABA,SALTINHO,1.0,0.0,0.0,0.0,91.28,6.19,2.53,89.2,8.36,2.44,PIRACICABA
2016,PIRACICABA,SANTA MARIA DA SERRA,1.0,0.0,0.0,0.0,99.36,0.32,0.32,99.58,0.0,0.42,PIRACICABA
2016,PIRACICABA,SAO PEDRO,1.0,0.0,0.0,0.0,87.25,10.76,1.99,83.31,12.43,4.26,PIRACICABA
2016,PIRAJU,FARTURA,1.0,0.0,0.0,0.0,97.53,1.43,1.04,94.41,3.51,2.08,ITAPETININGA
2016,PIRAJU,MANDURI,1.0,0.0,0.0,0.0,93.47,2.03,4.5,82.41,7.93,9.66,ITAPETININGA
2016,PIRAJU,OLEO,1.0,0.0,0.0,0.0,96.53,2.08,1.39,88.89,5.56,5.55,ITAPETININGA
2016,PIRAJU,PIRAJU,1.0,0.0,0.0,0.0,97.27,1.9,0.83,94.05,3.52,2.43,ITAPETININGA
2016,PIRAJU,SARUTAIA,1.0,0.0,0.0,0.0,93.99,3.28,2.73,84.68,4.84,10.48,ITAPETININGA
2016,PIRAJU,TAGUAI,1.0,0.0,0.0,0.0,96.57,3.26,0.17,94.92,5.08,0.0,ITAPETININGA
2016,PIRAJU,TEJUPA,1.0,0.0,0.0,0.0,94.86,1.58,3.56,93.0,1.23,5.77,ITAPETININGA
2016,PIRAJU,TIMBURI,1.0,0.0,0.0,0.0,92.62,6.56,0.82,93.62,2.13,4.25,ITAPETININGA
2016,PIRASSUNUNGA,ANALANDIA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,92.86,5.71,1.43,PIRACICABA
2016,PIRASSUNUNGA,ARARAS,1.0,99.24,0.67,0.09,96.65,2.21,1.14,89.98,6.81,3.21,PIRACICABA
2016,PIRASSUNUNGA,LEME,1.0,0.0,0.0,0.0,96.09,2.66,1.25,89.24,6.51,4.25,PIRACICABA
2016,PIRASSUNUNGA,PIRASSUNUNGA,1.0,0.0,0.0,0.0,95.01,4.48,0.51,87.24,11.24,1.52,PIRACICABA
2016,PIRASSUNUNGA,PORTO FERREIRA,1.0,0.0,0.0,0.0,84.7,10.68,4.62,71.31,21.38,7.31,PIRACICABA
2016,PIRASSUNUNGA,SANTA CRUZ DA CONCEICAO,1.0,0.0,0.0,0.0,97.86,1.6,0.54,92.11,4.61,3.28,PIRACICABA
2016,PIRASSUNUNGA,SANTA CRUZ DAS PALMEIRAS,1.0,0.0,0.0,0.0,92.02,5.84,2.14,85.74,7.04,7.22,PIRACICABA
2016,PIRASSUNUNGA,SANTA RITA DO PASSA QUATRO,1.0,0.0,0.0,0.0,89.05,9.65,1.3,80.81,13.38,5.81,PIRACICABA
2016,PRESIDENTE PRUDENTE,ALFREDO MARCONDES,1.0,98.2,1.8,0.0,94.62,4.3,1.08,76.06,17.61,6.33,MARILIA
2016,PRESIDENTE PRUDENTE,ALVARES MACHADO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.11,19.58,3.31,MARILIA
2016,PRESIDENTE PRUDENTE,ANHUMAS,1.0,0.0,0.0,0.0,93.1,6.4,0.5,92.13,7.09,0.78,MARILIA
2016,PRESIDENTE PRUDENTE,CAIABU,1.0,0.0,0.0,0.0,95.31,0.78,3.91,91.39,3.31,5.3,MARILIA
2016,PRESIDENTE PRUDENTE,INDIANA,1.0,0.0,0.0,0.0,94.71,5.29,0.0,98.24,0.59,1.17,MARILIA
2016,PRESIDENTE PRUDENTE,MARTINOPOLIS,1.0,0.0,0.0,0.0,94.16,5.84,0.0,90.03,9.97,0.0,MARILIA
2016,PRESIDENTE PRUDENTE,PIRAPOZINHO,1.0,0.0,0.0,0.0,93.45,6.09,0.46,88.06,11.02,0.92,MARILIA
2016,PRESIDENTE PRUDENTE,PRESIDENTE PRUDENTE,1.0,0.0,0.0,0.0,89.12,8.86,2.02,81.7,15.37,2.93,MARILIA
2016,PRESIDENTE PRUDENTE,REGENTE FEIJO,1.0,0.0,0.0,0.0,93.34,5.89,0.77,88.14,11.68,0.18,MARILIA
2016,PRESIDENTE PRUDENTE,SANTO EXPEDITO,1.0,0.0,0.0,0.0,95.59,2.94,1.47,91.41,4.69,3.9,MARILIA
2016,PRESIDENTE PRUDENTE,TACIBA,1.0,0.0,0.0,0.0,94.93,5.07,0.0,86.38,8.09,5.53,MARILIA
2016,REGISTRO,BARRA DO TURVO,1.0,0.0,0.0,0.0,92.33,3.66,4.01,85.96,4.6,9.44,LITORAL SUL PAULISTA
2016,REGISTRO,CAJATI,1.0,0.0,0.0,0.0,93.51,5.22,1.27,90.59,7.8,1.61,LITORAL SUL PAULISTA
2016,REGISTRO,CANANEIA,1.0,100.0,0.0,0.0,90.73,8.28,0.99,83.12,12.38,4.5,LITORAL SUL PAULISTA
2016,REGISTRO,ELDORADO,1.0,100.0,0.0,0.0,94.75,4.55,0.7,87.47,10.61,1.92,LITORAL SUL PAULISTA
2016,REGISTRO,JACUPIRANGA,1.0,0.0,0.0,0.0,97.52,1.51,0.97,96.13,3.87,0.0,LITORAL SUL PAULISTA
2016,REGISTRO,PARIQUERA-ACU,1.0,100.0,0.0,0.0,99.15,0.64,0.21,87.02,11.89,1.09,LITORAL SUL PAULISTA
